film_id,title,description,category,language,rating,release_year,rental_duration,actor,special_features,fulltext,length,rental_rate,replacement_cost
307,FELLOWSHIP AUTUMN,A Lacklusture Reflection of a Dentist And a Hunter who must Meet a Teacher in A Baloon,Travel,English             ,NC-17,2006,6,"{'Mena Temple', 'Christopher West', 'Christian Neeson', 'Fay Kilmer', 'Ray Johansson', 'Salma Nolte', 'Dan Harris'}","{""Deleted Scenes"",""Behind the Scenes""}",'autumn':2 'baloon':19 'dentist':8 'fellowship':1 'hunter':11 'lacklustur':4 'meet':14 'must':13 'reflect':5 'teacher':16,77,4.99,9.99
308,FERRIS MOTHER,A Touching Display of a Frisbee And a Frisbee who must Kill a Girl in The Gulf of Mexico,Comedy,English             ,PG,2006,3,{'Sissy Sobieski'},"{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'display':5 'ferri':1 'frisbe':8,11 'girl':16 'gulf':19 'kill':14 'mexico':21 'mother':2 'must':13 'touch':4",142,2.99,13.99
309,FEUD FROGMEN,A Brilliant Reflection of a Database Administrator And a Mad Cow who must Chase a Woman in The Canadian Rockies,Family,English             ,R,2006,6,"{'Tom Miranda', 'Tim Hackman', 'Penelope Cronyn', 'Mary Keitel'}","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'administr':9 'brilliant':4 'canadian':21 'chase':16 'cow':13 'databas':8 'feud':1 'frogmen':2 'mad':12 'must':15 'reflect':5 'rocki':22 'woman':18,98,0.99,29.99
310,FEVER EMPIRE,A Insightful Panorama of a Cat And a Boat who must Defeat a Boat in The Gulf of Mexico,Games,English             ,R,2006,5,"{'Fay Winslet', 'Helen Voight', 'Audrey Bailey'}","{Commentaries,""Deleted Scenes""}","'boat':11,16 'cat':8 'defeat':14 'empir':2 'fever':1 'gulf':19 'insight':4 'mexico':21 'must':13 'panorama':5",158,4.99,20.99
311,FICTION CHRISTMAS,A Emotional Yarn of a A Shark And a Student who must Battle a Robot in An Abandoned Mine Shaft,Foreign,English             ,PG,2006,4,"{'Lisa Monroe', 'Kevin Bloom', 'Matthew Carrey', 'Rock Dukakis', 'Alec Wayne', 'Adam Hopper', 'Cuba Allen', 'Mary Keitel'}","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'abandon':20 'battl':15 'christma':2 'emot':4 'fiction':1 'mine':21 'must':14 'robot':17 'shaft':22 'shark':9 'student':12 'yarn':5,72,0.99,14.99
312,FIDDLER LOST,A Boring Tale of a Squirrel And a Dog who must Challenge a Madman in The Gulf of Mexico,Sci-Fi,English             ,R,2006,4,"{'Frances Day-Lewis', 'Russell Bacall', 'James Pitt', 'Spencer Peck', 'Daryl Wahlberg', 'Tim Hackman', 'Scarlett Bening', 'Cate Mcqueen', 'Ian Tandy', 'Angela Witherspoon', 'Meg Hawke'}","{""Deleted Scenes"",""Behind the Scenes""}",'bore':4 'challeng':14 'dog':11 'fiddler':1 'gulf':19 'lost':2 'madman':16 'mexico':21 'must':13 'squirrel':8 'tale':5,75,4.99,20.99
313,FIDELITY DEVIL,A Awe-Inspiring Drama of a Technical Writer And a Composer who must Reach a Pastry Chef in A U-Boat,Horror,English             ,G,2006,5,"{'Alan Dreyfuss', 'Penelope Cronyn', 'Russell Close', 'Helen Voight'}","{Trailers,""Deleted Scenes"",""Behind the Scenes""}",'awe':5 'awe-inspir':4 'boat':25 'chef':20 'compos':14 'devil':2 'drama':7 'fidel':1 'inspir':6 'must':16 'pastri':19 'reach':17 'technic':10 'u':24 'u-boat':23 'writer':11,118,4.99,11.99
314,FIGHT JAWBREAKER,A Intrepid Panorama of a Womanizer And a Girl who must Escape a Girl in A Manhattan Penthouse,Animation,English             ,R,2006,3,"{'Nick Wahlberg', 'Meryl Gibson', 'Albert Johansson'}","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'escap':14 'fight':1 'girl':11,16 'intrepid':4 'jawbreak':2 'manhattan':19 'must':13 'panorama':5 'penthous':20 'woman':8",91,0.99,13.99
315,FINDING ANACONDA,A Fateful Tale of a Database Administrator And a Girl who must Battle a Squirrel in New Orleans,Family,English             ,R,2006,4,"{'Frances Day-Lewis', 'Sidney Crowe', 'Rip Winslet', 'Cuba Birch', 'Matthew Leigh'}","{Trailers,Commentaries}",'administr':9 'anaconda':2 'battl':15 'databas':8 'fate':4 'find':1 'girl':12 'must':14 'new':19 'orlean':20 'squirrel':17 'tale':5,156,0.99,10.99
316,FIRE WOLVES,A Intrepid Documentary of a Frisbee And a Dog who must Outrace a Lumberjack in Nigeria,Games,English             ,R,2006,5,"{'River Dean', 'Renee Tracy', 'Christian Akroyd', 'Woody Jolie', 'Johnny Lollobrigida'}",{Trailers},'documentari':5 'dog':11 'fire':1 'frisbe':8 'intrepid':4 'lumberjack':16 'must':13 'nigeria':18 'outrac':14 'wolv':2,173,4.99,18.99
317,FIREBALL PHILADELPHIA,A Amazing Yarn of a Dentist And a A Shark who must Vanquish a Madman in An Abandoned Mine Shaft,Comedy,English             ,PG,2006,4,"{'Frances Tomei', 'Val Bolger', 'James Pitt', 'Adam Grant', 'Jude Cruise'}","{Trailers,Commentaries,""Behind the Scenes""}",'abandon':20 'amaz':4 'dentist':8 'firebal':1 'madman':17 'mine':21 'must':14 'philadelphia':2 'shaft':22 'shark':12 'vanquish':15 'yarn':5,148,0.99,25.99
318,FIREHOUSE VIETNAM,A Awe-Inspiring Character Study of a Boat And a Boy who must Kill a Pastry Chef in The Sahara Desert,Action,English             ,G,2006,7,"{'Ben Harris', 'Fay Winslet', 'Olympia Pfeiffer', 'Sandra Peck', 'Matthew Leigh'}","{Commentaries,""Deleted Scenes""}",'awe':5 'awe-inspir':4 'boat':11 'boy':14 'charact':7 'chef':20 'desert':24 'firehous':1 'inspir':6 'kill':17 'must':16 'pastri':19 'sahara':23 'studi':8 'vietnam':2,103,0.99,14.99
319,FISH OPUS,A Touching Display of a Feminist And a Girl who must Confront a Astronaut in Australia,Sci-Fi,English             ,R,2006,4,"{'Laurence Bullock', 'Parker Goldberg'}","{Trailers,""Deleted Scenes"",""Behind the Scenes""}",'astronaut':16 'australia':18 'confront':14 'display':5 'feminist':8 'fish':1 'girl':11 'must':13 'opus':2 'touch':4,125,2.99,22.99
320,FLAMINGOS CONNECTICUT,A Fast-Paced Reflection of a Composer And a Composer who must Meet a Cat in The Sahara Desert,New,English             ,PG-13,2006,4,"{'Kenneth Torn', 'Fay Kilmer', 'Tom Miranda', 'Gene Willis', 'Jane Jackman', 'Jon Chase', 'Albert Johansson', 'Goldie Brody', 'Rita Reynolds'}",{Trailers},"'cat':18 'compos':10,13 'connecticut':2 'desert':22 'fast':5 'fast-pac':4 'flamingo':1 'meet':16 'must':15 'pace':6 'reflect':7 'sahara':21",80,4.99,28.99
321,FLASH WARS,A Astounding Saga of a Moose And a Pastry Chef who must Chase a Student in The Gulf of Mexico,New,English             ,NC-17,2006,3,"{'Dan Torn', 'Milla Keitel', 'Nick Wahlberg', 'Kirsten Paltrow', 'Sandra Peck', 'Greta Malden', 'Matthew Johansson'}","{Trailers,Commentaries,""Behind the Scenes""}",'astound':4 'chase':15 'chef':12 'flash':1 'gulf':20 'mexico':22 'moos':8 'must':14 'pastri':11 'saga':5 'student':17 'war':2,123,4.99,21.99
322,FLATLINERS KILLER,A Taut Display of a Secret Agent And a Waitress who must Sink a Robot in An Abandoned Mine Shaft,Sports,English             ,G,2006,5,"{'Kenneth Torn', 'Jim Mostel', 'Gary Penn', 'Russell Bacall', 'Mena Hopper', 'Morgan Hopkins', 'Rock Dukakis', 'Scarlett Bening', 'Nick Stallone'}","{Trailers,Commentaries,""Deleted Scenes""}",'abandon':20 'agent':9 'display':5 'flatlin':1 'killer':2 'mine':21 'must':14 'robot':17 'secret':8 'shaft':22 'sink':15 'taut':4 'waitress':12,100,2.99,29.99
323,FLIGHT LIES,A Stunning Character Study of a Crocodile And a Pioneer who must Pursue a Teacher in New Orleans,Sports,English             ,R,2006,7,-1,{Trailers},'charact':5 'crocodil':9 'flight':1 'lie':2 'must':14 'new':19 'orlean':20 'pioneer':12 'pursu':15 'studi':6 'stun':4 'teacher':17,179,4.99,22.99
324,FLINTSTONES HAPPINESS,A Fateful Story of a Husband And a Moose who must Vanquish a Boy in California,Comedy,English             ,PG-13,2006,3,"{'Bela Walken', 'Debbie Akroyd', 'Humphrey Willis', 'Albert Nolte'}","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'boy':16 'california':18 'fate':4 'flintston':1 'happi':2 'husband':8 'moos':11 'must':13 'stori':5 'vanquish':14,148,4.99,11.99
325,FLOATS GARDEN,A Action-Packed Epistle of a Robot And a Car who must Chase a Boat in Ancient Japan,Animation,English             ,PG-13,2006,6,"{'Jim Mostel', 'Cameron Zellweger', 'Ellen Presley', 'Sean Williams', 'Rip Winslet'}","{Trailers,Commentaries,""Behind the Scenes""}",'action':5 'action-pack':4 'ancient':20 'boat':18 'car':13 'chase':16 'epistl':7 'float':1 'garden':2 'japan':21 'must':15 'pack':6 'robot':10,145,2.99,29.99
326,FLYING HOOK,A Thrilling Display of a Mad Cow And a Dog who must Challenge a Frisbee in Nigeria,Animation,English             ,NC-17,2006,6,"{'Greta Keitel', 'Cuba Olivier', 'Greta Malden', 'Kenneth Hoffman', 'Cate Mcqueen', 'Nick Degeneres', 'Johnny Cage', 'Walter Torn'}","{Trailers,Commentaries,""Behind the Scenes""}",'challeng':15 'cow':9 'display':5 'dog':12 'fli':1 'frisbe':17 'hook':2 'mad':8 'must':14 'nigeria':19 'thrill':4,69,2.99,18.99
327,FOOL MOCKINGBIRD,A Lacklusture Tale of a Crocodile And a Composer who must Defeat a Madman in A U-Boat,Action,English             ,PG,2006,3,"{'Natalie Hopkins', 'Rip Crawford'}","{Trailers,Commentaries}",'boat':21 'compos':11 'crocodil':8 'defeat':14 'fool':1 'lacklustur':4 'madman':16 'mockingbird':2 'must':13 'tale':5 'u':20 'u-boat':19,158,4.99,24.99
328,FOREVER CANDIDATE,A Unbelieveable Panorama of a Technical Writer And a Man who must Pursue a Frisbee in A U-Boat,Children,English             ,NC-17,2006,7,{'Jada Ryder'},"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'boat':22 'candid':2 'forev':1 'frisbe':17 'man':12 'must':14 'panorama':5 'pursu':15 'technic':8 'u':21 'u-boat':20 'unbeliev':4 'writer':9,131,2.99,28.99
329,FORREST SONS,A Thrilling Documentary of a Forensic Psychologist And a Butler who must Defeat a Explorer in A Jet Boat,Action,English             ,R,2006,4,"{'Daryl Wahlberg', 'Ed Chase', 'Rip Crawford', 'Walter Torn', 'Mary Keitel'}",{Commentaries},'boat':21 'butler':12 'defeat':15 'documentari':5 'explor':17 'forens':8 'forrest':1 'jet':20 'must':14 'psychologist':9 'son':2 'thrill':4,63,2.99,15.99
330,FORRESTER COMANCHEROS,A Fateful Tale of a Squirrel And a Forensic Psychologist who must Redeem a Man in Nigeria,Animation,English             ,NC-17,2006,7,"{'Reese Kilmer', 'Kirk Jovovich', 'Sean Guiness'}","{Trailers,""Behind the Scenes""}",'comanchero':2 'fate':4 'forens':11 'forrest':1 'man':17 'must':14 'nigeria':19 'psychologist':12 'redeem':15 'squirrel':8 'tale':5,112,4.99,22.99
331,FORWARD TEMPLE,A Astounding Display of a Forensic Psychologist And a Mad Scientist who must Challenge a Girl in New Orleans,Games,English             ,NC-17,2006,6,"{'Greg Chaplin', 'Sean Williams', 'Rip Winslet'}","{Trailers,Commentaries,""Behind the Scenes""}",'astound':4 'challeng':16 'display':5 'forens':8 'forward':1 'girl':18 'mad':12 'must':15 'new':20 'orlean':21 'psychologist':9 'scientist':13 'templ':2,90,2.99,25.99
332,FRANKENSTEIN STRANGER,A Insightful Character Study of a Feminist And a Pioneer who must Pursue a Pastry Chef in Nigeria,Comedy,English             ,NC-17,2006,7,"{'Scarlett Damon', 'Ben Harris'}","{""Deleted Scenes"",""Behind the Scenes""}",'charact':5 'chef':18 'feminist':9 'frankenstein':1 'insight':4 'must':14 'nigeria':20 'pastri':17 'pioneer':12 'pursu':15 'stranger':2 'studi':6,159,0.99,16.99
333,FREAKY POCUS,A Fast-Paced Documentary of a Pastry Chef And a Crocodile who must Chase a Squirrel in The Gulf of Mexico,Music,English             ,R,2006,7,"{'Fay Winslet', 'Tom Miranda', 'Sidney Crowe', 'Kevin Garland', 'Matthew Leigh'}","{Trailers,""Behind the Scenes""}",'chase':17 'chef':11 'crocodil':14 'documentari':7 'fast':5 'fast-pac':4 'freaki':1 'gulf':22 'mexico':24 'must':16 'pace':6 'pastri':10 'pocus':2 'squirrel':19,126,2.99,16.99
334,FREDDY STORM,A Intrepid Saga of a Man And a Lumberjack who must Vanquish a Husband in The Outback,Horror,English             ,NC-17,2006,6,"{'Julia Mcqueen', 'Henry Berry', 'Walter Torn'}","{Trailers,Commentaries,""Behind the Scenes""}",'freddi':1 'husband':16 'intrepid':4 'lumberjack':11 'man':8 'must':13 'outback':19 'saga':5 'storm':2 'vanquish':14,65,4.99,21.99
335,FREEDOM CLEOPATRA,A Emotional Reflection of a Dentist And a Mad Cow who must Face a Squirrel in A Baloon,Comedy,English             ,PG-13,2006,5,"{'Ray Johansson', 'Christopher Berry', 'Alec Wayne', 'Tom Mckellen', 'Cameron Streep'}","{Trailers,Commentaries,""Behind the Scenes""}",'baloon':20 'cleopatra':2 'cow':12 'dentist':8 'emot':4 'face':15 'freedom':1 'mad':11 'must':14 'reflect':5 'squirrel':17,133,0.99,23.99
336,FRENCH HOLIDAY,A Thrilling Epistle of a Dog And a Feminist who must Kill a Madman in Berlin,Documentary,English             ,PG,2006,5,"{'Jodie Degeneres', 'Will Wilson', 'Ed Chase', 'Dan Streep', 'Cate Mcqueen', 'Humphrey Garland', 'Audrey Olivier'}","{""Behind the Scenes""}",'berlin':18 'dog':8 'epistl':5 'feminist':11 'french':1 'holiday':2 'kill':14 'madman':16 'must':13 'thrill':4,99,4.99,22.99
337,FRIDA SLIPPER,A Fateful Story of a Lumberjack And a Car who must Escape a Boat in An Abandoned Mine Shaft,Foreign,English             ,R,2006,6,"{'Kenneth Torn', 'Renee Tracy', 'Minnie Zellweger', 'Jayne Neeson', 'Uma Wood'}","{Trailers,""Deleted Scenes""}",'abandon':19 'boat':16 'car':11 'escap':14 'fate':4 'frida':1 'lumberjack':8 'mine':20 'must':13 'shaft':21 'slipper':2 'stori':5,73,2.99,11.99
338,FRISCO FORREST,A Beautiful Documentary of a Woman And a Pioneer who must Pursue a Mad Scientist in A Shark Tank,Sci-Fi,English             ,PG,2006,6,"{'Gina Degeneres', 'Kirsten Akroyd', 'Liza Bergman', 'Dan Streep', 'Richard Penn', 'Rock Dukakis', 'Tom Mckellen', 'Albert Nolte', 'Angela Hudson'}","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'beauti':4 'documentari':5 'forrest':2 'frisco':1 'mad':16 'must':13 'pioneer':11 'pursu':14 'scientist':17 'shark':20 'tank':21 'woman':8,51,4.99,23.99
339,FROGMEN BREAKING,A Unbelieveable Yarn of a Mad Scientist And a Cat who must Chase a Lumberjack in Australia,Travel,English             ,R,2006,5,"{'River Dean', 'Laurence Bullock', 'Morgan Mcdormand', 'Ellen Presley', 'Ben Willis', 'Russell Temple'}","{Trailers,""Deleted Scenes"",""Behind the Scenes""}",'australia':19 'break':2 'cat':12 'chase':15 'frogmen':1 'lumberjack':17 'mad':8 'must':14 'scientist':9 'unbeliev':4 'yarn':5,111,0.99,17.99
340,FRONTIER CABIN,A Emotional Story of a Madman And a Waitress who must Battle a Teacher in An Abandoned Fun House,New,English             ,PG-13,2006,6,"{'Fay Kilmer', 'Harvey Hope', 'Jude Cruise', 'Johnny Lollobrigida', 'Rip Crawford', 'Ben Willis'}","{Commentaries,""Deleted Scenes""}",'abandon':19 'battl':14 'cabin':2 'emot':4 'frontier':1 'fun':20 'hous':21 'madman':8 'must':13 'stori':5 'teacher':16 'waitress':11,183,4.99,14.99
341,FROST HEAD,A Amazing Reflection of a Lumberjack And a Cat who must Discover a Husband in A MySQL Convention,Classics,English             ,PG,2006,5,"{'Fay Winslet', 'Gene Hopkins', 'Ralph Cruz', 'Laurence Bullock', 'Carmen Hunt', 'Ed Chase', 'Cate Harris'}","{Trailers,""Deleted Scenes""}",'amaz':4 'cat':11 'convent':20 'discov':14 'frost':1 'head':2 'husband':16 'lumberjack':8 'must':13 'mysql':19 'reflect':5,82,0.99,13.99
342,FUGITIVE MAGUIRE,A Taut Epistle of a Feminist And a Sumo Wrestler who must Battle a Crocodile in Australia,Travel,English             ,R,2006,7,"{'Ralph Cruz', 'Laura Brody', 'Cuba Olivier', 'Olympia Pfeiffer', 'Mary Tandy', 'Richard Penn', 'Alec Wayne', 'Charlize Dench', 'Emily Dee', 'Geoffrey Heston', 'Meg Hawke'}","{Trailers,Commentaries,""Deleted Scenes""}",'australia':19 'battl':15 'crocodil':17 'epistl':5 'feminist':8 'fugit':1 'maguir':2 'must':14 'sumo':11 'taut':4 'wrestler':12,83,4.99,28.99
343,FULL FLATLINERS,A Beautiful Documentary of a Astronaut And a Moose who must Pursue a Monkey in A Shark Tank,Children,English             ,PG,2006,6,"{'Michelle Mcconaughey', 'Ralph Cruz', 'Cary Mcconaughey', 'Susan Davis', 'Scarlett Bening', 'Laura Brody'}","{Trailers,""Deleted Scenes""}",'astronaut':8 'beauti':4 'documentari':5 'flatlin':2 'full':1 'monkey':16 'moos':11 'must':13 'pursu':14 'shark':19 'tank':20,94,2.99,14.99
344,FURY MURDER,A Lacklusture Reflection of a Boat And a Forensic Psychologist who must Fight a Waitress in A Monastery,Children,English             ,PG-13,2006,3,"{'Woody Jolie', 'Kirk Jovovich', 'Karl Berry', 'Laura Brody'}","{""Deleted Scenes""}",'boat':8 'fight':15 'forens':11 'furi':1 'lacklustur':4 'monasteri':20 'murder':2 'must':14 'psychologist':12 'reflect':5 'waitress':17,178,0.99,28.99
345,GABLES METROPOLIS,A Fateful Display of a Cat And a Pioneer who must Challenge a Pastry Chef in A Baloon Factory,Family,English             ,PG,2006,3,"{'Groucho Williams', 'Fred Costner', 'Frances Day-Lewis', 'Ray Johansson', 'Cate Mcqueen', 'Adam Hopper', 'Groucho Dunst', 'Rip Crawford'}","{Trailers,Commentaries}",'baloon':20 'cat':8 'challeng':14 'chef':17 'display':5 'factori':21 'fate':4 'gabl':1 'metropoli':2 'must':13 'pastri':16 'pioneer':11,161,0.99,17.99
346,GALAXY SWEETHEARTS,A Emotional Reflection of a Womanizer And a Pioneer who must Face a Squirrel in Berlin,Classics,English             ,R,2006,4,"{'Uma Wood', 'Debbie Akroyd', 'Thora Temple'}","{""Deleted Scenes""}",'berlin':18 'emot':4 'face':14 'galaxi':1 'must':13 'pioneer':11 'reflect':5 'squirrel':16 'sweetheart':2 'woman':8,128,4.99,13.99
347,GAMES BOWFINGER,A Astounding Documentary of a Butler And a Explorer who must Challenge a Butler in A Monastery,Travel,English             ,PG-13,2006,7,"{'Julia Mcqueen', 'Frances Tomei', 'Humphrey Willis', 'Rip Winslet', 'Angela Hudson', 'Burt Posey', 'Matthew Leigh', 'Mary Keitel'}","{""Behind the Scenes""}","'astound':4 'bowfing':2 'butler':8,16 'challeng':14 'documentari':5 'explor':11 'game':1 'monasteri':19 'must':13",119,4.99,17.99
348,GANDHI KWAI,A Thoughtful Display of a Mad Scientist And a Secret Agent who must Chase a Boat in Berlin,Family,English             ,PG-13,2006,7,"{'Gina Degeneres', 'Zero Cage', 'Anne Cronyn', 'Lucille Tracy', 'Penelope Pinkett', 'Daryl Crawford', 'Angelina Astaire', 'Meg Hawke'}",{Trailers},'agent':13 'berlin':20 'boat':18 'chase':16 'display':5 'gandhi':1 'kwai':2 'mad':8 'must':15 'scientist':9 'secret':12 'thought':4,86,0.99,9.99
349,GANGS PRIDE,A Taut Character Study of a Woman And a A Shark who must Confront a Frisbee in Berlin,Animation,English             ,PG-13,2006,4,"{'Elvis Marx', 'Kenneth Hoffman', 'Frances Day-Lewis', 'Fay Wood'}","{""Behind the Scenes""}",'berlin':20 'charact':5 'confront':16 'frisbe':18 'gang':1 'must':15 'pride':2 'shark':13 'studi':6 'taut':4 'woman':9,185,2.99,27.99
350,GARDEN ISLAND,A Unbelieveable Character Study of a Womanizer And a Madman who must Reach a Man in The Outback,Sci-Fi,English             ,G,2006,3,"{'Warren Nolte', 'Mary Tandy', 'Jada Ryder'}","{Trailers,""Behind the Scenes""}",'charact':5 'garden':1 'island':2 'madman':12 'man':17 'must':14 'outback':20 'reach':15 'studi':6 'unbeliev':4 'woman':9,80,4.99,21.99
351,GASLIGHT CRUSADE,A Amazing Epistle of a Boy And a Astronaut who must Redeem a Man in The Gulf of Mexico,Horror,English             ,PG,2006,4,"{'Fay Winslet', 'Richard Penn', 'Grace Mostel', 'Julia Barrymore', 'Walter Torn'}","{Trailers,""Deleted Scenes""}",'amaz':4 'astronaut':11 'boy':8 'crusad':2 'epistl':5 'gaslight':1 'gulf':19 'man':16 'mexico':21 'must':13 'redeem':14,106,2.99,10.99
352,GATHERING CALENDAR,A Intrepid Tale of a Pioneer And a Moose who must Conquer a Frisbee in A MySQL Convention,Games,English             ,PG-13,2006,4,"{'Michael Bening', 'Meryl Allen', 'Burt Temple'}","{Commentaries,""Behind the Scenes""}",'calendar':2 'conquer':14 'convent':20 'frisbe':16 'gather':1 'intrepid':4 'moos':11 'must':13 'mysql':19 'pioneer':8 'tale':5,176,0.99,22.99
353,GENTLEMEN STAGE,A Awe-Inspiring Reflection of a Monkey And a Student who must Overcome a Dentist in The First Manned Space Station,Foreign,English             ,NC-17,2006,6,"{'Morgan Hopkins', 'Daryl Wahlberg', 'Harvey Hope', 'Liza Bergman', 'Greta Malden', 'Tom Mckellen', 'Ed Guiness', 'Rita Reynolds'}","{Commentaries,""Deleted Scenes""}",'awe':5 'awe-inspir':4 'dentist':18 'first':21 'gentlemen':1 'inspir':6 'man':22 'monkey':10 'must':15 'overcom':16 'reflect':7 'space':23 'stage':2 'station':24 'student':13,125,2.99,22.99
